,location,total_sqft,bath,price,bhk
7210,Whitefield,1459.0,2.0,94.82,2.0
7215,Whitefield,1280.0,2.0,75.0,2.0
7217,Whitefield,1910.0,3.0,161.0,3.0
7218,Whitefield,3252.0,4.0,230.0,4.0
7219,Whitefield,11890.0,4.0,700.0,4.0
7222,Whitefield,1150.0,2.0,70.0,2.0
7223,Whitefield,1768.0,3.0,101.0,3.0
7225,Whitefield,1600.0,3.0,86.0,3.0
7226,Whitefield,4144.0,4.0,315.0,4.0
7227,Whitefield,4104.0,4.0,360.0,4.0
7228,Whitefield,1790.0,3.0,100.0,3.0
7229,Whitefield,1720.0,3.0,100.0,3.0
7231,Whitefield,1640.0,4.0,91.0,3.0
7234,Whitefield,2280.0,4.0,126.0,3.0
7238,Whitefield,1897.0,3.0,130.0,3.0
7239,Whitefield,2225.0,2.0,125.0,3.0
7240,Whitefield,4348.5,2.0,304.0,4.0
7243,Whitefield,2268.0,3.0,163.0,4.0
7246,Whitefield,2400.0,4.0,200.0,4.0
7248,Whitefield,1360.0,2.0,95.0,2.0
7250,Whitefield,1697.0,3.0,94.79,3.0
7251,Whitefield,5000.0,4.0,400.0,4.0
7252,Whitefield,3000.0,5.0,250.0,4.0
7253,Whitefield,1700.0,3.0,115.0,3.0
7256,Whitefield,2842.0,3.0,162.0,3.0
7260,Whitefield,1500.0,3.0,130.0,3.0
7261,Whitefield,1280.0,2.0,75.0,2.0
7263,Whitefield,1405.0,2.0,78.0,3.0
7264,Whitefield,2225.0,3.0,115.0,3.0
7265,Whitefield,1272.0,2.0,95.05,2.0
7268,Whitefield,1192.0,2.0,71.0,2.0
7272,Whitefield,1626.0,3.0,89.0,3.0
7273,Whitefield,1585.0,3.0,88.0,3.0
7274,Whitefield,665.0,2.0,28.585,1.0
7276,Whitefield,1280.0,2.0,85.0,2.0
7277,Whitefield,1200.0,3.0,68.5,3.0
7278,Whitefield,4000.0,4.0,330.0,4.0
7279,Whitefield,1697.0,3.0,108.0,3.0
7281,Whitefield,3606.0,4.0,312.0,4.0
7282,Whitefield,1485.0,2.0,90.0,2.0
7283,Whitefield,950.0,1.0,50.0,1.0
7284,Whitefield,3584.0,4.0,199.0,4.0
7285,Whitefield,825.0,1.0,45.0,1.0
7288,Whitefield,1635.0,2.0,85.0,3.0
7289,Whitefield,1216.0,2.0,79.0,2.0
7295,Whitefield,920.0,2.0,63.0,2.0
7297,Whitefield,1170.0,2.0,71.0,2.0
7298,Whitefield,1118.0,2.0,75.0,2.0
7299,Whitefield,1800.0,3.0,110.0,3.0
7300,Whitefield,1562.0,3.0,103.0,3.0
7303,Whitefield,2321.0,4.0,128.0,3.0
7304,Whitefield,1320.0,2.0,95.0,2.0
7307,Whitefield,3010.0,3.0,200.0,3.0
7308,Whitefield,1346.0,2.0,96.17,2.0
7309,Whitefield,3850.0,5.0,316.0,3.0
7313,Whitefield,2500.0,4.0,155.0,4.0
7314,Whitefield,905.0,1.0,55.0,1.0
7316,Whitefield,2268.0,3.0,146.0,4.0
7319,Whitefield,630.5,1.0,32.79,1.0
7320,Whitefield,3537.0,5.0,210.0,4.0
7322,Whitefield,1697.0,3.0,115.0,3.0
7326,Whitefield,3250.0,5.0,290.0,5.0
7330,Whitefield,1269.0,2.0,75.0,2.0
7331,Whitefield,3227.0,5.0,250.0,5.0
7332,Whitefield,1545.0,3.0,79.0,3.0
7335,Whitefield,3262.0,4.0,260.0,4.0
7337,Whitefield,1132.0,2.0,79.28,2.0
7340,Whitefield,2830.0,5.0,160.0,4.0
7342,Whitefield,1195.0,2.0,70.0,2.0
7343,Whitefield,3480.0,4.0,284.0,3.0
7346,Whitefield,709.0,1.0,34.385,1.0
7348,Whitefield,1320.0,2.0,79.5,2.0
7349,Whitefield,750.0,2.0,52.7,2.0
7350,Whitefield,1200.0,3.0,61.96,3.0
7355,Whitefield,2094.0,2.0,113.19,3.0
7357,Whitefield,3445.0,5.0,270.0,4.0
7358,Whitefield,1700.0,3.0,140.0,3.0
7359,Whitefield,4827.0,4.0,400.0,4.0
7360,Whitefield,1405.0,2.0,84.5,2.0
7362,Whitefield,3252.0,4.0,280.0,4.0
7364,Whitefield,1150.0,2.0,90.0,2.0
7365,Whitefield,2400.0,4.0,147.0,4.0
7367,Whitefield,624.0,1.0,35.0,1.0
7370,Whitefield,1700.0,3.0,95.0,3.0
7371,Whitefield,4960.0,4.0,400.0,4.0
7372,Whitefield,2928.0,4.0,198.0,4.0
7374,Whitefield,2700.0,5.0,175.0,3.0
7375,Whitefield,1216.0,2.0,84.0,2.0
7376,Whitefield,2882.0,5.0,204.0,4.0
7377,Whitefield,1840.0,3.0,140.0,3.0
7378,Whitefield,1778.0,3.0,122.0,3.0
7380,Whitefield,650.0,1.0,25.0,1.0
7381,Whitefield,2155.0,3.0,125.0,4.0
7386,Whitefield,1216.0,2.0,75.0,2.0
7388,Whitefield,1255.0,2.0,77.0,2.0
7389,Whitefield,1216.0,2.0,73.0,2.0
7390,Whitefield,709.0,1.0,34.735,1.0
7394,Whitefield,1745.0,3.0,100.0,3.0
7395,Whitefield,3200.0,4.0,224.0,4.0
7397,Whitefield,825.0,1.0,44.9,1.0
7401,Whitefield,1870.0,3.0,138.0,3.0
7404,Whitefield,1862.0,3.0,125.0,3.0
7405,Whitefield,1655.0,3.0,113.0,3.0
7406,Whitefield,530.0,1.0,29.44,1.0
7408,Whitefield,905.0,1.0,50.0,1.0
7409,Whitefield,1600.0,3.0,82.0,3.0
7410,Whitefield,1230.0,4.0,80.0,4.0
7412,Whitefield,630.5,1.0,32.15,1.0
7413,Whitefield,905.0,1.0,52.0,1.0
7417,Whitefield,1216.0,2.0,83.0,2.0
7422,Whitefield,4075.0,5.0,226.0,4.0
7423,Whitefield,1216.0,2.0,75.0,2.0
7431,Whitefield,2856.0,5.0,158.5,4.0
7434,Whitefield,750.0,1.0,51.0,1.0
7437,Whitefield,1173.0,2.0,77.0,2.0
7438,Whitefield,1200.0,3.0,68.4,3.0
7442,Whitefield,3425.0,5.0,250.0,4.0
7447,Whitefield,2173.0,3.0,128.0,3.0
7449,Whitefield,905.0,1.0,62.0,1.0
7450,Whitefield,1870.0,3.0,138.0,3.0
7451,Whitefield,1320.0,2.0,99.26,2.0
7452,Whitefield,2901.0,4.0,190.0,3.0
7453,Whitefield,1485.0,2.0,96.51,2.0
7454,Whitefield,1755.0,3.0,101.0,3.0
7456,Whitefield,2225.0,3.0,149.0,3.0
7457,Whitefield,1250.0,2.0,82.0,2.0
7459,Whitefield,605.0,1.0,40.0,1.0
7462,Whitefield,2210.0,3.0,156.0,3.0
7463,Whitefield,1173.0,2.0,78.2,2.0
7464,Whitefield,1740.0,4.0,130.0,3.0
7465,Whitefield,1216.0,2.0,75.0,2.0
7467,Whitefield,1655.0,3.0,120.0,3.0
7468,Whitefield,4003.0,6.0,300.0,4.0
7470,Whitefield,1180.0,2.0,70.0,2.0
7472,Whitefield,2023.0,4.0,130.0,3.0
7473,Whitefield,2134.0,4.0,118.0,3.0
7476,Whitefield,905.0,1.0,60.0,1.0
7482,Whitefield,1452.0,3.0,90.0,3.0
7483,Whitefield,2850.0,5.0,240.0,4.0
7486,Whitefield,2830.0,5.0,190.0,4.0
7487,Whitefield,1295.0,2.0,78.5,2.0
7488,Whitefield,840.0,1.0,57.6,1.0
7489,Whitefield,640.0,1.0,19.83,1.0
7490,Whitefield,1991.0,3.0,104.0,3.0
7494,Whitefield,1655.0,3.0,97.0,3.0
7495,Whitefield,1850.0,3.0,150.0,3.0
7496,Whitefield,1200.0,3.0,67.77,3.0
7497,Whitefield,1290.0,2.0,90.0,2.0
7500,Whitefield,1216.0,2.0,75.0,2.0
7501,Whitefield,1356.0,2.0,94.84,2.0
7502,Whitefield,1338.0,2.0,103.0,2.0
7505,Whitefield,3450.0,4.0,208.0,3.0
7509,Whitefield,1267.0,2.0,90.33,2.0
7510,Whitefield,2400.0,4.0,143.0,4.0
7511,Whitefield,1836.0,3.0,125.0,3.0
7513,Whitefield,3596.0,3.0,200.0,3.0
7514,Whitefield,1275.0,2.0,65.0,3.0
7517,Whitefield,1216.0,2.0,82.0,2.0
7518,Whitefield,1495.0,3.0,88.0,2.0
7519,Whitefield,1564.0,3.0,103.0,3.0
7520,Whitefield,1585.0,3.0,84.0,3.0
7523,Whitefield,1558.0,3.0,90.0,3.0
7524,Whitefield,1216.0,2.0,75.0,2.0
7526,Whitefield,1704.0,3.0,120.0,3.0
7528,Whitefield,1256.0,2.0,73.0,2.0
7531,Whitefield,1300.0,2.0,78.0,2.0
7532,Whitefield,1570.0,3.0,88.0,3.0
7533,Whitefield,1216.0,2.0,84.03,2.0
7535,Whitefield,1216.0,2.0,72.5,2.0
7537,Whitefield,2025.0,4.0,115.0,3.0
7538,Whitefield,1346.0,2.0,100.0,3.0
7542,Whitefield,2990.0,3.0,198.0,4.0
7545,Whitefield,1720.0,3.0,98.97,3.0
7546,Whitefield,1600.0,3.0,95.0,3.0
7547,Whitefield,1655.0,3.0,108.0,3.0
7548,Whitefield,1740.0,3.0,95.0,3.0
7550,Whitefield,1350.0,2.0,88.0,2.0
7552,Whitefield,1216.0,2.0,80.0,2.0
7553,Whitefield,2900.0,4.0,225.0,4.0
7554,Whitefield,1340.0,2.0,101.0,2.0
7556,Whitefield,1500.0,3.0,78.57,3.0
7557,Whitefield,1626.0,3.0,85.0,3.0
7559,Whitefield,1100.0,2.0,65.0,2.0
7561,Whitefield,1270.0,2.0,65.0,3.0
7562,Whitefield,3117.0,3.0,261.0,3.0
7563,Whitefield,1216.0,2.0,73.0,2.0
7565,Whitefield,3150.0,3.0,290.0,3.0
7567,Whitefield,2956.0,5.0,234.0,4.0
7571,Whitefield,2247.0,3.0,145.0,3.0
7572,Whitefield,3940.0,5.0,265.0,4.0
7574,Whitefield,1160.0,2.0,67.0,2.0
7576,Whitefield,1180.0,2.0,77.0,2.0
7577,Whitefield,2140.0,3.0,139.0,3.0
7578,Whitefield,1314.0,2.0,84.0,2.0
7585,Whitefield,1431.0,3.0,85.0,3.0
7586,Whitefield,524.0,1.0,29.0,1.0
7587,Whitefield,2830.0,4.0,161.0,4.0
7588,Whitefield,2135.0,3.0,149.0,4.0
7590,Whitefield,3075.0,2.0,188.0,4.0
7591,Whitefield,1760.0,3.0,160.0,3.0
7592,Whitefield,1655.0,3.0,110.0,3.0
7593,Whitefield,840.0,1.0,57.0,1.0
7594,Whitefield,1725.0,3.0,106.0,3.0
7597,Whitefield,516.0,1.0,39.0,1.0
7599,Whitefield,6000.0,4.0,410.0,4.0
7600,Whitefield,1639.0,3.0,107.0,3.0
7601,Whitefield,1820.0,3.0,113.0,3.0
7603,Whitefield,3565.0,4.0,218.0,4.0
7604,Whitefield,3410.0,5.0,253.0,4.0
7607,Whitefield,4500.0,4.0,330.0,4.0
7608,Whitefield,1250.0,2.0,85.0,2.0
7610,Whitefield,1277.0,2.0,77.0,2.0
7611,Whitefield,1820.0,3.0,140.0,3.0
7612,Whitefield,3453.0,4.0,247.0,4.0
7618,Whitefield,2280.0,4.0,125.0,3.0
7619,Whitefield,2882.0,5.0,200.0,4.0
7621,Whitefield,1639.5,3.0,92.63,3.0
7624,Whitefield,1190.0,2.0,70.0,2.0
7626,Whitefield,1270.0,2.0,94.0,2.0
7627,Whitefield,1220.0,2.0,89.0,2.0
7630,Whitefield,3758.0,3.0,300.0,3.0
7635,Whitefield,1216.0,2.0,72.0,2.0
7637,Whitefield,5400.0,5.0,475.0,4.0
7638,Whitefield,1396.0,3.0,74.0,3.0
7647,Whitefield,1615.0,3.0,96.9,3.0
7653,Whitefield,1200.0,2.0,70.0,2.0
7656,Whitefield,1216.0,2.0,75.0,2.0
7658,Whitefield,2321.0,4.0,157.0,3.0
7659,Whitefield,1224.0,2.0,75.0,2.0
7660,Whitefield,1655.0,3.0,113.0,3.0
7662,Whitefield,4144.0,5.0,331.0,5.0
7665,Whitefield,1200.0,3.0,67.75,3.0
7666,Whitefield,2444.0,4.0,145.0,4.0
7667,Whitefield,1270.0,2.0,110.0,2.0
7668,Whitefield,1660.0,3.0,110.0,3.0
7669,Whitefield,1270.0,2.0,105.0,2.0
7671,Whitefield,1173.0,2.0,78.2,2.0
7672,Whitefield,1362.0,2.0,85.0,2.0
7674,Whitefield,1457.0,2.0,105.0,3.0
7675,Whitefield,1720.0,3.0,128.0,3.0
7679,Whitefield,1564.0,3.0,103.0,3.0
7683,Whitefield,1639.0,3.0,107.0,3.0
7684,Whitefield,1760.0,3.0,139.0,3.0
7685,Whitefield,613.0,1.0,48.0,1.0
7686,Whitefield,1730.0,3.0,125.0,3.0
7688,Whitefield,877.0,1.0,59.0,1.0
7692,Yelachenahalli,1464.0,2.0,105.0,3.0
7693,Yelachenahalli,2400.0,1.0,150.0,2.0
7694,Yelachenahalli,1700.0,3.0,130.0,3.0
7695,Yelachenahalli,1080.0,2.0,55.0,2.0
7696,Yelachenahalli,1400.0,2.0,78.0,2.0
7697,Yelachenahalli,1330.0,3.0,73.5,3.0
7698,Yelachenahalli,800.0,1.0,30.0,2.0
7699,Yelachenahalli,1100.0,2.0,60.0,2.0
7700,Yelachenahalli,1365.0,2.0,72.0,3.0
7701,Yelachenahalli,1103.0,2.0,55.0,2.0
7702,Yelachenahalli,1000.0,2.0,50.0,2.0
7704,Yelahanka,1326.0,2.0,78.0,2.0
7711,Yelahanka,1705.0,3.0,95.0,3.0
7712,Yelahanka,1234.0,2.0,80.0,2.0
7713,Yelahanka,1315.0,2.0,85.0,2.0
7714,Yelahanka,1170.0,2.0,62.5,2.0
7716,Yelahanka,697.0,1.0,45.0,1.0
7719,Yelahanka,2195.0,4.0,127.0,3.0
7721,Yelahanka,1614.0,3.0,95.0,3.0
7723,Yelahanka,628.0,1.0,24.0,1.0
7726,Yelahanka,654.0,1.0,38.4,1.0
7734,Yelahanka,1825.0,3.0,105.0,3.0
7735,Yelahanka,1603.0,3.0,96.0,3.0
7736,Yelahanka,1304.0,2.0,79.0,2.0
7742,Yelahanka,1517.0,3.0,76.3,3.0
7746,Yelahanka,1327.0,2.0,85.0,2.0
7749,Yelahanka,1566.0,3.0,97.0,3.0
7751,Yelahanka,1270.0,2.0,78.0,2.0
7752,Yelahanka,1400.0,2.0,80.54,3.0
7754,Yelahanka,1322.0,2.0,86.0,2.0
7755,Yelahanka,1100.0,2.0,70.0,2.0
7756,Yelahanka,1200.0,2.0,70.0,2.0
7758,Yelahanka,4000.0,5.0,220.0,5.0
7759,Yelahanka,2675.0,4.0,140.0,4.0
7761,Yelahanka,654.0,1.0,37.0,1.0
7762,Yelahanka,1465.0,3.0,80.01,3.0
7766,Yelahanka,1692.0,3.0,83.0,3.0
7771,Yelahanka,2145.0,3.0,125.0,3.0
7773,Yelahanka,1322.0,2.0,75.0,2.0
7776,Yelahanka,602.0,1.0,26.0,1.0
7777,Yelahanka,1100.0,2.0,60.0,2.0
7778,Yelahanka,1614.0,2.0,100.0,3.0
7779,Yelahanka,1890.0,3.0,108.0,3.0
7780,Yelahanka,1556.0,3.0,86.0,3.0
7781,Yelahanka,1610.0,4.0,85.0,3.0
7787,Yelahanka,1859.0,3.0,108.0,3.0
7789,Yelahanka,1322.0,2.0,80.0,2.0
7792,Yelahanka,2600.0,4.0,175.0,4.0
7793,Yelahanka,1305.0,2.0,78.0,2.0
7795,Yelahanka,1711.0,3.0,85.61,3.0
7796,Yelahanka,1315.0,2.0,75.0,2.0
7797,Yelahanka,3600.0,6.0,200.0,6.0
7799,Yelahanka,1614.0,3.0,95.0,3.0
7800,Yelahanka,1650.0,3.0,105.0,3.0
7805,Yelahanka,3990.0,4.0,260.0,4.0
7806,Yelahanka,1620.0,3.0,90.0,3.0
7807,Yelahanka,654.0,1.0,36.25,1.0
7808,Yelahanka,1614.0,3.0,93.0,3.0
7809,Yelahanka,694.0,1.0,30.84,1.0
7810,Yelahanka,1115.0,2.0,60.0,2.0
7811,Yelahanka,2317.0,4.0,140.0,3.0
7812,Yelahanka,1653.0,3.0,93.0,3.0
7813,Yelahanka,654.0,1.0,38.0,1.0
7815,Yelahanka,1445.0,2.0,82.0,2.0
7817,Yelahanka,602.0,1.0,38.0,1.0
7818,Yelahanka,697.0,1.0,35.0,1.0
7820,Yelahanka,682.0,1.0,36.23,1.0
7822,Yelahanka,1560.0,2.0,98.0,3.0
7823,Yelahanka,1780.0,3.0,107.0,3.0
7824,Yelahanka,1342.0,2.0,75.0,3.0
7825,Yelahanka,1823.0,3.0,103.0,3.0
7826,Yelahanka,1792.0,3.0,104.0,3.0
7827,Yelahanka,1304.0,2.0,69.97,2.0
7830,Yelahanka,1300.0,2.0,69.23,2.0
7831,Yelahanka,1705.0,3.0,91.0,3.0
7833,Yelahanka,1835.0,3.0,108.0,3.0
7834,Yelahanka,1847.0,3.0,92.0,3.0
7836,Yelahanka,1890.0,3.0,109.0,3.0
7837,Yelahanka,700.0,1.0,38.0,1.0
7838,Yelahanka,1491.0,3.0,85.0,3.0
7839,Yelahanka,2088.0,5.0,110.0,4.0
7842,Yelahanka,3019.0,6.0,190.0,4.0
7844,Yelahanka,1600.0,3.0,100.0,3.0
7848,Yelahanka,1705.0,3.0,85.0,3.0
7849,Yelahanka,1350.0,2.0,85.0,3.0
7850,Yelahanka,1633.0,3.0,110.0,3.0
7851,Yelahanka,827.5,1.0,42.535,1.0
7853,Yelahanka,1355.0,2.0,75.0,3.0
7856,Yelahanka,1104.0,2.0,58.0,2.0
7858,Yelahanka,1175.0,2.0,67.77,2.0
7859,Yelahanka,1322.0,2.0,77.9,2.0
7860,Yelahanka,602.0,1.0,33.0,1.0
7861,Yelahanka,1315.0,2.0,77.0,2.0
7864,Yelahanka,567.0,1.0,25.0,1.0
7866,Yelahanka,602.0,2.0,30.0,1.0
7868,Yelahanka,1234.0,2.0,80.0,2.0
7871,Yelahanka,1267.0,3.0,78.0,2.0
7872,Yelahanka,1360.0,2.0,78.19,2.0
7874,Yelahanka New Town,650.0,1.0,33.0,1.0
7875,Yelahanka New Town,500.0,1.0,20.0,1.0
7876,Yelahanka New Town,440.0,1.0,16.5,1.0
7877,Yelahanka New Town,1610.0,3.0,92.0,3.0
7878,Yelahanka New Town,1700.0,3.0,90.0,3.0
7879,Yelahanka New Town,650.0,1.0,20.0,1.0
7880,Yelahanka New Town,350.0,1.0,13.5,1.0
7882,Yelahanka New Town,1385.0,2.0,65.0,2.0
7883,Yelahanka New Town,500.0,2.0,24.0,1.0
7884,Yelahanka New Town,650.0,1.0,17.0,1.0
7885,Yelahanka New Town,450.0,1.0,16.0,1.0
7887,Yelahanka New Town,960.0,2.0,50.0,2.0
7889,Yelahanka New Town,1209.0,2.0,65.0,3.0
7890,Yelahanka New Town,1400.0,2.0,80.0,3.0
7891,Yelahanka New Town,450.0,1.0,15.0,1.0
7892,Yelahanka New Town,500.0,1.0,18.0,1.0
7893,Yelahanka New Town,1420.0,2.0,75.0,3.0
7895,Yelahanka New Town,2200.0,2.0,180.0,2.0
7896,Yelahanka New Town,488.0,1.0,20.0,1.0
7897,Yelahanka New Town,1100.0,2.0,58.0,2.0
7900,Yelahanka New Town,1000.0,2.0,44.0,2.0
7901,Yelahanka New Town,650.0,1.0,18.0,1.0
7903,Yelahanka New Town,1740.0,3.0,150.0,3.0
7904,Yelahanka New Town,1290.0,2.0,70.0,2.0
7906,Yelenahalli,1240.0,2.0,47.12,2.0
7907,Yelenahalli,1200.0,2.0,46.17,2.0
7909,Yelenahalli,1260.0,2.0,47.88,2.0
7911,Yelenahalli,1175.0,2.0,50.0,2.0
7912,Yelenahalli,1650.0,3.0,68.0,3.0
7913,Yelenahalli,1200.0,2.0,45.6,2.0
7914,Yelenahalli,1200.0,2.0,46.17,2.0
7915,Yelenahalli,1160.0,2.0,44.08,2.0
7917,Yeshwanthpur,1693.0,3.0,108.0,3.0
7918,Yeshwanthpur,667.0,1.0,36.85,1.0
7919,Yeshwanthpur,1950.0,4.0,130.0,4.0
7921,Yeshwanthpur,665.0,1.0,36.85,1.0
7925,Yeshwanthpur,671.0,1.0,36.85,1.0
7926,Yeshwanthpur,1277.5,2.0,95.815,2.0
7927,Yeshwanthpur,668.0,1.0,36.85,1.0
7928,Yeshwanthpur,1185.0,2.0,75.84,2.0
7929,Yeshwanthpur,1195.0,2.0,100.0,2.0
7930,Yeshwanthpur,1313.0,3.0,96.0,3.0
7931,Yeshwanthpur,1400.0,2.0,100.0,2.0
7934,Yeshwanthpur,673.0,1.0,36.85,1.0
7935,Yeshwanthpur,717.0,2.0,49.475,2.0
7938,Yeshwanthpur,605.0,1.0,41.745,1.0
7940,Yeshwanthpur,669.0,1.0,36.85,1.0
7942,Yeshwanthpur,3027.0,4.0,260.0,3.0
7945,Yeshwanthpur,670.0,1.0,36.85,1.0
7948,Yeshwanthpur,1240.0,2.0,80.0,2.0
7949,Yeshwanthpur,1713.0,3.0,110.0,3.0
7950,Yeshwanthpur,1144.0,2.0,67.0,2.0
7951,Yeshwanthpur,1541.0,2.0,130.0,2.0
7953,Yeshwanthpur,1362.0,2.0,100.0,2.0
7954,Yeshwanthpur,666.0,1.0,36.8,1.0
7955,Yeshwanthpur,1855.0,3.0,140.0,3.0
7957,Yeshwanthpur,1165.0,2.0,85.0,2.0
7960,Yeshwanthpur,1825.0,3.0,145.0,3.0
7962,Yeshwanthpur,994.0,2.0,54.67,1.0
7963,Yeshwanthpur,650.0,1.0,40.0,1.0
7964,Yeshwanthpur,1855.0,3.0,140.0,3.0
7965,Yeshwanthpur,1500.0,3.0,100.0,3.0
7970,Yeshwanthpur,674.0,1.0,36.85,1.0
7972,Yeshwanthpur,672.0,1.0,36.85,1.0
7975,Yeshwanthpur,1195.0,2.0,100.0,2.0
7976,Yeshwanthpur,1692.0,3.0,108.0,3.0
7978,Yeshwanthpur,2500.0,5.0,185.0,6.0
7983,Yeshwanthpur,1855.0,3.0,135.0,3.0
7984,Yeshwanthpur,1876.0,3.0,160.0,3.0
7986,other,2770.0,4.0,290.0,3.0
7988,other,510.0,1.0,25.25,1.0
7990,other,600.0,1.0,38.0,1.0
7993,other,1500.0,2.0,185.0,2.0
7994,other,840.0,2.0,45.0,2.0
7995,other,4395.0,3.0,240.0,3.0
7996,other,845.0,2.0,55.0,2.0
7997,other,2511.0,3.0,205.0,3.0
7998,other,1660.0,2.0,105.0,3.0
8000,other,1200.0,2.0,65.0,2.0
8001,other,1200.0,3.0,90.0,3.0
8005,other,782.0,2.0,55.68,2.0
8006,other,1800.0,3.0,120.0,3.0
8007,other,1413.0,2.0,75.0,3.0
8008,other,945.0,2.0,54.0,2.0
8009,other,1870.0,3.0,110.0,3.0
8010,other,1260.0,2.0,85.05,3.0
8012,other,2795.0,4.0,235.0,3.0
8014,other,1904.0,3.0,150.0,3.0
8015,other,2000.0,3.0,175.0,3.0
8018,other,1500.0,3.0,100.0,3.0
8020,other,1783.0,3.0,115.0,3.0
8021,other,912.0,2.0,70.0,3.0
8024,other,1580.0,3.0,100.0,3.0
8025,other,1415.0,3.0,78.0,3.0
8027,other,2405.0,4.0,260.0,3.0
8028,other,1500.0,2.0,115.0,2.0
8033,other,1060.0,2.0,60.0,2.0
8034,other,2600.0,8.0,180.0,8.0
8036,other,1285.0,2.0,72.5,2.0
8037,other,4050.0,3.0,280.0,3.0
8040,other,1280.0,2.0,69.0,2.0
8041,other,3045.0,3.0,170.0,3.0
8044,other,900.0,2.0,110.0,2.0
8049,other,1560.0,3.0,115.0,3.0
8052,other,1200.0,4.0,165.0,4.0
8054,other,1645.0,3.0,95.0,3.0
8055,other,1200.0,2.0,79.0,2.0
8057,other,1350.0,2.0,140.0,3.0
8058,other,1800.0,3.0,150.0,3.0
8060,other,1762.0,3.0,125.0,3.0
8062,other,1200.0,3.0,90.0,3.0
8063,other,2023.71,3.0,275.0,3.0
8069,other,2150.0,4.0,240.0,3.0
8072,other,3309.0,4.0,325.0,4.0
8073,other,5000.0,9.0,360.0,11.0
8075,other,1150.0,2.0,126.0,2.0
8078,other,1200.0,2.0,74.0,2.0
8081,other,1753.0,3.0,120.0,3.0
8083,other,720.0,2.0,45.0,2.0
8086,other,1200.0,3.0,165.0,4.0
8087,other,700.0,1.0,41.0,1.0
8089,other,1595.0,3.0,115.0,3.0
8090,other,1353.0,2.0,110.0,2.0
8091,other,1200.0,2.0,85.0,1.0
8094,other,1325.0,2.0,90.0,3.0
8097,other,1056.0,2.0,80.0,2.0
8100,other,1544.0,3.0,120.0,3.0
8101,other,1200.0,2.0,65.0,2.0
8102,other,540.0,1.0,36.0,1.0
8103,other,1578.0,3.0,180.0,3.0
8105,other,1600.0,2.0,115.0,2.0
8106,other,416.0,1.0,18.5,1.0
8109,other,834.0,1.0,60.0,1.0
8110,other,1125.0,4.0,70.0,3.0
8111,other,3000.0,5.0,260.0,4.0
8112,other,2160.0,5.0,250.0,6.0
8114,other,469.0,1.0,25.0,1.0
8119,other,1630.0,2.0,200.0,2.0
8121,other,1200.0,2.0,70.0,3.0
8122,other,1350.0,3.0,77.0,3.0
8123,other,4046.0,4.0,445.0,4.0
8124,other,1180.0,2.0,78.34,3.0
8125,other,1355.0,2.0,115.0,2.0
8126,other,600.0,1.0,50.0,1.0
8127,other,1875.0,3.0,165.0,3.0
8128,other,600.0,2.0,55.0,2.0
8131,other,1750.0,3.0,120.0,3.0
8134,other,1092.0,2.0,98.5,3.0
8137,other,1855.0,3.0,225.0,3.0
8141,other,425.0,1.0,20.03,1.0
8143,other,600.0,1.0,60.0,1.0
8144,other,1468.0,2.0,140.0,2.0
8145,other,4300.0,5.0,550.0,4.0
8147,other,775.0,2.0,55.0,2.0
8149,other,445.0,1.0,28.0,1.0
8151,other,1352.0,3.0,135.0,3.0
8153,other,1200.0,3.0,95.0,4.0
8154,other,1976.0,3.0,184.0,3.0
8155,other,5500.0,4.0,600.0,4.0
8156,other,1200.0,3.0,95.0,3.0
8159,other,1180.0,2.0,69.0,2.0
8160,other,686.0,1.0,17.0,1.0
8162,other,1500.0,4.0,180.0,4.0
8164,other,1282.0,2.0,87.0,2.0
8166,other,1500.0,2.0,95.0,3.0
8167,other,1300.0,1.0,115.0,2.0
8168,other,530.0,1.0,20.0,1.0
8169,other,1350.0,2.0,80.0,2.0
8171,other,2400.0,6.0,125.0,8.0
8173,other,1141.0,2.0,62.0,2.0
8176,other,950.0,1.0,40.0,1.0
8183,other,1480.0,3.0,90.0,3.0
8184,other,1600.0,3.0,90.0,3.0
8185,other,1200.0,4.0,135.0,4.0
8187,other,1500.0,3.0,115.0,3.0
8188,other,1824.0,3.0,125.0,3.0
8189,other,750.0,1.0,56.25,1.0
8196,other,6000.0,5.0,400.0,4.0
8197,other,2400.0,3.0,170.0,3.0
8199,other,1500.0,2.0,98.0,3.0
8200,other,3095.0,3.0,350.0,3.0
8202,other,1200.0,1.0,28.0,1.0
8203,other,1500.0,3.0,100.0,3.0
8205,other,1560.0,5.0,145.0,5.0
8207,other,1560.0,3.0,188.0,3.0
8210,other,485.0,1.0,15.0,1.0
8216,other,1200.0,3.0,130.0,3.0
8217,other,1050.0,2.0,67.0,2.0
8218,other,1596.0,3.0,105.0,3.0
8222,other,1200.0,3.0,85.0,3.0
8223,other,1132.0,2.0,67.0,2.0
8225,other,1515.0,3.0,88.0,3.0
8228,other,1380.0,2.0,80.0,2.0
8231,other,4346.0,5.0,500.0,4.0
8232,other,510.0,1.0,25.25,1.0
8234,other,2200.0,3.0,187.0,3.0
8235,other,3329.0,3.0,330.0,3.0
8236,other,3600.0,4.0,300.0,4.0
8237,other,3500.0,3.0,450.0,4.0
8239,other,1093.0,2.0,65.0,2.0
8241,other,1535.0,3.0,95.0,3.0
8243,other,1100.0,2.0,62.7,2.0
8246,other,2197.0,4.0,280.0,3.0
